'of he' | In regular: 95 | In spam: 51 | logProbRegular: -4.545867 | logProbSpam: -5.535635
'heigh of' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'of leers' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'for eample' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'triiy college' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'migh have' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'have more' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'oe for' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'are more' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'few of' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'proc of' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'his group' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'of groige' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'cite ieee' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ieee tras' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'paer aalysis' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'hadwriig ideificaio' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ma ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'from eurofederaie' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'eurofederaie gboerihkawl\n' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'to neurofederaielede' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'neurofederaielede ledeeurofederaiel\n' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'xdisribuio bulk\n' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'subjec neurofederaio' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'replyo webmasereurofederaiel\n' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'coedescripio mail' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'mail message' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'message body\n' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'from quoedpriable' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ad hes' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'he neurofederaio' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he europea' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'europea parliame' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'parliame ep' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'of huma' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'huma embryoic' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'embryoic sem' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'sem hes' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'cells for' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'for research' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'for issue' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'via he' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'he iere' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'ageda ew' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ew eries\n' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'csca lecure' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'role of' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'wier coferece' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'see for' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'for liks' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'liks hpwwweurofederaielageda\n' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'neherlads ophhalmic' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ophhalmic research' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'isiue amserdam' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'youg ad' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'sysem of' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'uiversiei amserdam' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'see hpwwweurofederaieljobs\n' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'boardeurofederaiel or' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'or secreariaeurofederaiel' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ow freely' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'freely accessible' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'few copies' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he paper' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'paper proceedigs' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'plus posage' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'posage ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ad packig' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'coac me' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'me if' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'dowo bsc' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'bsc phd' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'phd ceg' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ceg fiee' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ad head' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'of elecroic' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'elecroic sysems' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'of dep' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'secreary julie' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'if ge' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'syle defiiios' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'\tfofamilytimes new' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'from new' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'scieis jobs' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'replyo new' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he worlds' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'worlds larges' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'larges sciece' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'official circulaio' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'circulaio figures' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'figures supplied' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he idepede' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'audiors he' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he audi' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'audi bureau' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'bureau cofederaio' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'cofederaio cofirm' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'cofirm ha' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ha new' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'is circulaed' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'more ieraioal' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ieraioal male' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'male ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ad female' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'scieiss ha' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ha ay' | In regular: 1 | In spam: 1 | logProbRegular: -9.099744 | logProbSpam: -9.467460
'oher sciece' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'magazie have' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'published figures' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'wha does' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'does his' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'his mea' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'mea for' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'is read' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'read by' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'by eve' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'eve more' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ow coury' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'coury ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ad aroud' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he globe' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ur as' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'mos effecively' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'effecively posiioed' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'posiioed scieific' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'scieific magazie' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'you recrui' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'recrui aioally' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'aioally regioally' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'regioally ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ad ieraioally' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ieraioally our' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ieraioal audiece' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'audiece ca' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he respose' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'of mobiliy' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'mobiliy of' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'of researchers' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'wihi europe' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'europe has' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'recely bee' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'scieis ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'to read' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he aricle' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'aricle abou' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'abou europea' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'researchers ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'heir persoal' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ieraioal eperieces' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'eperieces ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ad view' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'jobs wihi' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he regio' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'regio click' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'new scieiss' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ew olie' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'pack has' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'has jus' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'jus bee' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'bee uveiled' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'coais all' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'laes iformaio' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'abou special' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'special ediios' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'cofereces ha' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ha we' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'aedig ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'also deails' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'deails abou' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'adverisig opporuiies' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'opporuiies ha' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'boh new' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'magazie ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'aedace bioechforum' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'bioechforum sockholm' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'sockholm ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'ad cordia' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'aedig eiher' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'eiher of' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'hese cofereces' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'cofereces his' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'his auumwier' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he we' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'scieis will' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'bioechforum coferece' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'november ad' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'he cordia' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'december complimeary' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'complimeary copies' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
'magazie will' | In regular: 2 | In spam: 0 | logProbRegular: -8.406597 | logProbSpam: -11.197530
